Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State
6,146,Laptop,Electronics,230,Boston,Supplier A,Monthly,12,509.51,24.2,220,No,48,1,40,243,9,42.3601,-71.0589,MA
5,172,Laptop,Footwear,389,San Jose,Supplier D,Quarterly,1,658.57,29.2,355,Yes,40,5,4,40,39,37.3382,-121.8863,CA
4,182,Sneakers,Clothing,206,Milwaukee,Supplier B,Quarterly,3,334.2,27.9,77,No,83,20,49,279,27,43.0389,-87.9065,WI
6,146,Sofa,Footwear,488,Atlanta,Supplier A,Quarterly,8,208.3,29.9,221,No,44,5,32,138,7,33.749,-84.388,GA
4,164,Sneakers,Clothing,86,Long Beach,Supplier B,Monthly,14,606.02,11.3,260,No,80,5,10,180,20,33.7701,-118.1937,CA
4,165,Sneakers,Electronics,394,Fresno,Supplier C,Quarterly,11,549.7,-8.7,206,No,12,40,1,380,46,36.7378,-119.7871,CA
3,159,Sofa,Furniture,344,Fresno,Supplier B,Monthly,3,708.2,6.3,210,Yes,63,15,41,163,4,36.7378,-119.7871,CA
2,119,Sneakers,Furniture,164,Boston,Supplier D,Quarterly,13,429.09,7.0,168,Yes,46,5,33,149,38,42.3601,-71.0589,MA
7,116,T-Shirt,Footwear,163,Los Angeles,Supplier A,Quarterly,8,664.71,26.6,133,No,10,2,5,345,13,34.0522,-118.2437,CA
5,142,T-Shirt,Groceries,493,El Paso,Supplier C,Monthly,11,499.5,15.7,285,No,49,27,48,229,3,31.7619,-106.485,TX
2,124,Sneakers,Electronics,108,San Francisco,Supplier D,Quarterly,6,686.59,23.0,153,No,53,30,33,411,23,37.7749,-122.4194,CA
2,152,Sofa,Clothing,468,Dallas,Supplier A,Weekly,10,628.24,16.2,52,Yes,91,46,2,348,30,32.7767,-96.797,TX
4,159,Laptop,Clothing,26,Houston,Supplier D,Weekly,1,633.97,7.7,128,Yes,27,32,6,38,11,29.7604,-95.3698,TX
3,109,Sneakers,Groceries,133,San Jose,Supplier D,Weekly,6,410.56,5.2,150,Yes,94,41,11,105,7,37.3382,-121.8863,CA
3,183,Sneakers,Furniture,464,Louisville,Supplier B,Monthly,13,478.79,2.2,158,Yes,67,20,10,359,15,38.2527,-85.7585,KY
6,160,Laptop,Electronics,436,Dallas,Supplier A,Quarterly,11,761.45,29.9,199,Yes,62,30,30,237,24,32.7767,-96.797,TX
3,150,Bananas,Electronics,143,Louisville,Supplier C,Quarterly,1,729.41,1.4,151,No,85,15,47,275,7,38.2527,-85.7585,KY
4,184,Laptop,Clothing,117,Houston,Supplier B,Weekly,11,663.49,18.2,314,Yes,41,24,10,295,17,29.7604,-95.3698,TX
9,121,Laptop,Footwear,362,San Antonio,Supplier D,Quarterly,13,360.59,-1.6,185,No,37,6,42,490,39,29.4241,-98.4936,TX
1,166,Bananas,Clothing,339,Kansas City,Supplier D,Quarterly,5,590.3,11.1,54,Yes,94,34,37,320,19,39.0997,-94.5786,MO
3,156,Sofa,Furniture,136,Omaha,Supplier C,Quarterly,9,989.56,2.0,306,Yes,24,29,3,147,23,41.2565,-95.9345,NE
8,147,Sneakers,Footwear,141,Colorado Springs,Supplier A,Monthly,6,801.91,6.3,321,Yes,53,21,40,115,34,38.8339,-104.8214,CO
2,109,T-Shirt,Footwear,28,Philadelphia,Supplier D,Weekly,4,50.74,20.8,73,No,46,3,32,77,45,39.9526,-75.1652,PA
9,149,T-Shirt,Clothing,498,Chicago,Supplier D,Weekly,9,502.95,24.4,73,Yes,42,42,46,55,39,41.8781,-87.6298,IL
4,111,Laptop,Groceries,53,Columbus,Supplier C,Weekly,6,717.99,17.7,48,Yes,67,32,26,72,32,39.9612,-82.9988,OH
7,155,Bananas,Electronics,9,Memphis,Supplier A,Monthly,11,811.41,24.0,174,Yes,31,26,32,268,40,35.1495,-90.049,TN
4,142,Sofa,Furniture,308,Sacramento,Supplier C,Monthly,6,372.21,14.5,43,No,62,39,44,360,4,38.5816,-121.4944,CA
7,138,Sneakers,Clothing,222,Los Angeles,Supplier C,Weekly,13,803.14,-0.9,342,No,77,21,30,177,18,34.0522,-118.2437,CA
9,186,Bananas,Furniture,276,Albuquerque,Supplier A,Monthly,13,778.7,-1.6,144,Yes,31,17,48,203,7,35.0844,-106.6504,NM
3,105,Bananas,Groceries,270,Los Angeles,Supplier C,Quarterly,5,238.13,27.1,149,Yes,70,29,24,298,22,34.0522,-118.2437,CA
4,135,Sneakers,Electronics,346,Oklahoma City,Supplier B,Quarterly,14,56.07,4.0,362,Yes,84,33,33,351,44,35.4676,-97.5164,OK
5,105,Sofa,Groceries,380,Nashville,Supplier C,Quarterly,11,167.85,-2.2,304,Yes,26,9,41,411,25,36.1627,-86.7816,TN
2,121,T-Shirt,Furniture,136,Los Angeles,Supplier A,Quarterly,2,886.6,-9.7,147,Yes,34,18,37,297,7,34.0522,-118.2437,CA
4,157,Laptop,Furniture,454,Chicago,Supplier A,Monthly,4,379.59,0.4,260,Yes,66,38,10,156,32,41.8781,-87.6298,IL
6,108,Bananas,Footwear,485,Portland,Supplier A,Weekly,11,794.24,-6.5,291,No,67,33,3,327,27,45.5051,-122.675,OR
5,172,Sneakers,Footwear,481,Los Angeles,Supplier B,Quarterly,3,418.32,5.8,258,Yes,62,36,14,56,48,34.0522,-118.2437,CA
3,159,T-Shirt,Footwear,432,Phoenix,Supplier A,Quarterly,8,224.68,12.7,81,No,73,33,4,342,35,33.4484,-112.074,AZ
2,113,T-Shirt,Footwear,430,Mesa,Supplier C,Weekly,8,335.76,27.7,304,No,51,24,19,476,11,33.4152,-111.8315,AZ
4,172,Laptop,Furniture,470,Indianapolis,Supplier D,Quarterly,1,746.83,-7.8,115,No,48,39,22,93,19,39.7684,-86.1581,IN
9,137,Sneakers,Furniture,295,Miami,Supplier D,Weekly,9,316.86,8.6,62,No,95,42,39,73,49,25.7617,-80.1918,FL
2,194,T-Shirt,Furniture,315,San Antonio,Supplier C,Weekly,13,680.69,-6.9,352,Yes,46,46,4,76,5,29.4241,-98.4936,TX
6,170,Sneakers,Clothing,471,Louisville,Supplier C,Quarterly,8,710.11,10.7,78,Yes,42,28,46,235,26,38.2527,-85.7585,KY
2,125,Sneakers,Electronics,469,Baltimore,Supplier B,Weekly,14,752.24,23.6,127,No,54,29,45,13,38,39.2904,-76.6122,MD
5,171,Laptop,Furniture,231,Atlanta,Supplier C,Weekly,10,294.29,13.5,184,Yes,94,3,37,32,35,33.749,-84.388,GA
6,155,Bananas,Clothing,139,Houston,Supplier A,Monthly,13,330.51,13.8,317,No,41,2,37,468,5,29.7604,-95.3698,TX
2,107,Laptop,Furniture,337,Las Vegas,Supplier C,Quarterly,10,219.4,17.3,162,No,74,21,12,350,48,36.1699,-115.1398,NV
9,138,Sneakers,Electronics,302,Philadelphia,Supplier C,Quarterly,8,621.54,-2.0,230,No,93,26,25,123,41,39.9526,-75.1652,PA
4,102,T-Shirt,Clothing,404,Memphis,Supplier D,Monthly,10,217.36,9.2,270,No,80,13,21,356,16,35.1495,-90.049,TN
7,170,T-Shirt,Furniture,193,Seattle,Supplier D,Quarterly,13,339.52,7.6,189,Yes,55,10,7,24,24,47.6062,-122.3321,WA
4,102,T-Shirt,Groceries,321,Virginia Beach,Supplier C,Monthly,1,619.16,13.9,60,Yes,25,3,38,227,44,36.8529,-75.978,VA
7,152,T-Shirt,Groceries,91,Omaha,Supplier C,Monthly,3,581.33,27.3,323,No,50,46,35,17,46,41.2565,-95.9345,NE
3,182,T-Shirt,Electronics,139,Milwaukee,Supplier C,Quarterly,5,848.31,25.5,77,No,43,34,37,291,10,43.0389,-87.9065,WI
9,134,T-Shirt,Electronics,143,San Diego,Supplier A,Quarterly,2,521.47,28.4,163,Yes,53,25,26,206,21,32.7157,-117.1611,CA
4,116,Sofa,Furniture,154,San Jose,Supplier B,Weekly,4,95.83,15.2,128,No,65,2,37,134,25,37.3382,-121.8863,CA
2,156,Sofa,Footwear,478,Seattle,Supplier D,Quarterly,13,614.73,4.2,179,No,61,32,2,146,28,47.6062,-122.3321,WA
3,191,T-Shirt,Furniture,434,Charlotte,Supplier C,Monthly,7,537.28,-2.8,338,Yes,41,3,4,127,37,35.2271,-80.8431,NC
2,103,Bananas,Furniture,395,Las Vegas,Supplier D,Monthly,11,97.9,18.6,212,No,46,41,16,126,21,36.1699,-115.1398,NV
5,123,Bananas,Furniture,335,Tucson,Supplier A,Quarterly,3,802.82,4.1,330,Yes,66,15,47,35,27,32.2226,-110.9747,AZ
8,130,Sofa,Furniture,3,Memphis,Supplier D,Monthly,12,490.76,13.2,336,Yes,21,25,47,475,25,35.1495,-90.049,TN
8,170,Sneakers,Footwear,376,Colorado Springs,Supplier C,Quarterly,13,363.35,25.6,202,Yes,51,47,26,328,39,38.8339,-104.8214,CO
4,197,Bananas,Footwear,312,Kansas City,Supplier D,Quarterly,10,821.21,5.4,325,Yes,95,46,44,351,13,39.0997,-94.5786,MO
1,138,Sofa,Electronics,248,San Jose,Supplier C,Monthly,12,524.13,-6.5,304,No,58,11,29,206,27,37.3382,-121.8863,CA
1,102,Sofa,Groceries,106,Chicago,Supplier D,Monthly,6,667.19,24.9,342,No,66,41,47,440,8,41.8781,-87.6298,IL
8,172,Sneakers,Electronics,122,Oakland,Supplier D,Quarterly,2,375.14,28.9,144,No,36,22,10,81,23,37.8044,-122.2711,CA
5,115,T-Shirt,Clothing,401,Long Beach,Supplier A,Weekly,14,700.73,10.4,240,Yes,88,41,18,101,4,33.7701,-118.1937,CA
4,183,T-Shirt,Groceries,173,Chicago,Supplier D,Quarterly,11,339.38,17.7,341,No,60,27,46,182,2,41.8781,-87.6298,IL
2,112,Laptop,Furniture,300,Albuquerque,Supplier A,Quarterly,3,325.45,10.6,126,No,85,27,5,477,4,35.0844,-106.6504,NM
4,177,Laptop,Clothing,466,Baltimore,Supplier D,Quarterly,3,971.52,29.3,213,No,82,27,34,18,10,39.2904,-76.6122,MD
8,121,T-Shirt,Electronics,387,San Diego,Supplier A,Quarterly,2,215.56,-1.9,204,Yes,76,20,7,131,4,32.7157,-117.1611,CA
7,153,Bananas,Footwear,94,Washington,Supplier B,Quarterly,11,971.45,9.0,34,No,90,9,33,57,4,38.9072,-77.0369,DC
4,199,Laptop,Furniture,24,Denver,Supplier C,Monthly,8,549.53,22.1,309,No,73,21,24,253,3,39.7392,-104.9903,CO
3,111,Sofa,Electronics,150,Chicago,Supplier B,Quarterly,9,471.9,27.6,145,Yes,54,1,16,68,17,41.8781,-87.6298,IL
2,193,Sneakers,Electronics,162,Baltimore,Supplier A,Quarterly,3,123.73,-1.8,276,No,12,37,49,354,21,39.2904,-76.6122,MD
2,140,Bananas,Clothing,408,El Paso,Supplier C,Monthly,9,476.27,1.8,227,Yes,91,48,16,242,34,31.7619,-106.485,TX
1,135,Laptop,Electronics,350,San Jose,Supplier C,Monthly,14,637.56,15.2,335,No,10,13,1,240,2,37.3382,-121.8863,CA
7,189,Sneakers,Electronics,433,Oklahoma City,Supplier B,Weekly,13,509.83,26.6,49,Yes,39,41,23,124,18,35.4676,-97.5164,OK
9,152,Bananas,Footwear,43,Philadelphia,Supplier D,Quarterly,12,456.55,22.3,70,No,74,26,31,119,35,39.9526,-75.1652,PA
9,198,Sneakers,Furniture,351,Boston,Supplier C,Quarterly,6,662.4,3.3,228,Yes,92,11,30,468,24,42.3601,-71.0589,MA
6,142,Laptop,Electronics,386,San Francisco,Supplier C,Weekly,8,225.24,7.6,69,No,69,32,44,194,42,37.7749,-122.4194,CA
1,112,Bananas,Footwear,349,Denver,Supplier A,Monthly,6,393.32,24.9,158,Yes,18,42,7,123,12,39.7392,-104.9903,CO
2,186,Sneakers,Electronics,337,Charlotte,Supplier A,Weekly,3,831.96,0.7,167,Yes,33,21,13,28,19,35.2271,-80.8431,NC
3,148,T-Shirt,Electronics,322,Kansas City,Supplier A,Monthly,2,732.89,-2.9,38,No,17,49,39,88,25,39.0997,-94.5786,MO
2,175,T-Shirt,Footwear,119,Houston,Supplier A,Weekly,1,212.24,22.9,258,Yes,46,18,31,485,31,29.7604,-95.3698,TX
2,185,T-Shirt,Furniture,495,New York,Supplier D,Monthly,3,210.86,2.7,191,Yes,25,38,30,168,30,40.7128,-74.006,NY
3,108,Sofa,Furniture,81,Mesa,Supplier B,Weekly,5,149.88,-4.3,320,Yes,28,23,10,174,37,33.4152,-111.8315,AZ
7,159,Laptop,Clothing,409,Fort Worth,Supplier B,Monthly,5,884.18,29.5,210,No,34,5,24,30,14,32.7555,-97.3308,TX
6,175,Laptop,Groceries,135,Omaha,Supplier B,Quarterly,14,602.77,11.0,349,Yes,29,37,24,478,16,41.2565,-95.9345,NE
4,189,Bananas,Electronics,214,San Jose,Supplier C,Monthly,9,565.98,9.7,49,Yes,91,15,19,340,4,37.3382,-121.8863,CA
4,125,Sneakers,Clothing,348,Colorado Springs,Supplier B,Monthly,1,879.3,25.0,98,No,57,3,12,158,20,38.8339,-104.8214,CO
2,152,Sneakers,Groceries,444,Houston,Supplier C,Weekly,13,801.71,-4.3,65,No,86,3,14,362,12,29.7604,-95.3698,TX
4,158,Sofa,Groceries,90,Houston,Supplier C,Quarterly,5,469.82,-1.2,88,No,38,44,24,457,43,29.7604,-95.3698,TX
6,107,T-Shirt,Footwear,465,San Antonio,Supplier D,Quarterly,9,259.49,23.2,90,Yes,64,27,18,19,38,29.4241,-98.4936,TX
6,112,Sneakers,Furniture,352,Charlotte,Supplier B,Quarterly,4,842.99,2.7,48,No,61,43,32,194,13,35.2271,-80.8431,NC
5,148,Bananas,Clothing,179,Colorado Springs,Supplier C,Quarterly,1,547.61,-0.4,175,Yes,31,33,30,195,9,38.8339,-104.8214,CO
2,104,T-Shirt,Furniture,327,Phoenix,Supplier A,Weekly,8,721.62,1.2,298,No,41,32,31,139,25,33.4484,-112.074,AZ
3,158,Laptop,Furniture,483,Dallas,Supplier D,Weekly,1,62.51,27.0,165,No,55,5,17,96,19,32.7767,-96.797,TX
1,156,Laptop,Clothing,291,Oklahoma City,Supplier A,Quarterly,12,405.19,-3.2,86,No,31,13,4,422,24,35.4676,-97.5164,OK
2,127,Sneakers,Electronics,360,Charlotte,Supplier C,Weekly,3,547.69,23.6,254,No,24,12,7,405,18,35.2271,-80.8431,NC
1,181,Bananas,Groceries,54,Las Vegas,Supplier B,Weekly,12,54.61,13.6,45,No,84,44,21,229,26,36.1699,-115.1398,NV
9,144,Sneakers,Groceries,473,Virginia Beach,Supplier B,Monthly,6,742.96,-4.8,278,No,77,46,17,329,30,36.8529,-75.978,VA
8,198,Bananas,Footwear,293,Albuquerque,Supplier C,Quarterly,7,213.06,14.7,195,Yes,59,24,25,14,32,35.0844,-106.6504,NM
3,188,Laptop,Footwear,266,San Francisco,Supplier D,Monthly,14,834.26,22.2,183,Yes,78,39,41,445,28,37.7749,-122.4194,CA
4,151,T-Shirt,Footwear,107,San Francisco,Supplier D,Quarterly,1,282.98,29.2,234,No,96,17,6,162,27,37.7749,-122.4194,CA
5,117,Sneakers,Clothing,81,Columbus,Supplier C,Weekly,3,285.37,25.5,222,No,17,41,38,474,41,39.9612,-82.9988,OH
7,157,T-Shirt,Groceries,58,Virginia Beach,Supplier A,Monthly,8,909.72,10.7,185,Yes,20,14,40,39,29,36.8529,-75.978,VA
2,192,Sofa,Furniture,222,Portland,Supplier A,Weekly,11,295.96,-2.3,304,Yes,76,2,5,186,38,45.5051,-122.675,OR
6,196,Sofa,Footwear,115,Louisville,Supplier D,Weekly,3,228.98,1.2,247,No,22,26,16,300,36,38.2527,-85.7585,KY
7,132,Bananas,Footwear,68,Omaha,Supplier C,Quarterly,2,45.73,-6.2,223,Yes,87,2,15,356,32,41.2565,-95.9345,NE
3,154,Laptop,Furniture,44,Long Beach,Supplier B,Quarterly,12,873.59,21.3,279,Yes,34,7,46,14,28,33.7701,-118.1937,CA
2,189,Sneakers,Footwear,291,Albuquerque,Supplier D,Weekly,12,845.18,12.2,71,Yes,18,31,18,120,21,35.0844,-106.6504,NM
1,173,T-Shirt,Electronics,289,Long Beach,Supplier D,Monthly,9,842.49,-7.0,322,Yes,36,33,3,65,2,33.7701,-118.1937,CA
9,114,Bananas,Electronics,447,Virginia Beach,Supplier A,Quarterly,5,582.69,13.5,177,Yes,30,43,42,169,47,36.8529,-75.978,VA
9,111,Bananas,Furniture,168,New York,Supplier C,Quarterly,5,553.48,25.6,217,Yes,54,32,41,438,48,40.7128,-74.006,NY
6,168,T-Shirt,Groceries,397,Tucson,Supplier D,Monthly,4,507.12,-0.0,293,No,14,36,29,265,4,32.2226,-110.9747,AZ
6,178,Sofa,Electronics,142,Houston,Supplier B,Quarterly,4,229.02,22.0,318,Yes,24,18,38,479,36,29.7604,-95.3698,TX
6,115,T-Shirt,Electronics,246,Milwaukee,Supplier D,Monthly,13,697.12,-3.6,296,Yes,82,40,3,462,9,43.0389,-87.9065,WI
4,172,Bananas,Furniture,136,Albuquerque,Supplier B,Weekly,11,687.14,25.3,53,Yes,91,9,48,291,15,35.0844,-106.6504,NM
5,155,Laptop,Furniture,155,Tucson,Supplier C,Weekly,12,186.01,16.3,127,Yes,44,10,4,340,14,32.2226,-110.9747,AZ
5,123,Sneakers,Clothing,406,Colorado Springs,Supplier A,Quarterly,9,692.6,13.1,159,Yes,84,33,8,16,4,38.8339,-104.8214,CO
4,140,Bananas,Furniture,126,El Paso,Supplier D,Monthly,3,641.83,15.6,279,No,63,43,11,449,4,31.7619,-106.485,TX
4,198,Laptop,Furniture,200,Indianapolis,Supplier A,Monthly,10,945.43,-0.8,65,Yes,17,27,33,222,47,39.7684,-86.1581,IN
3,140,Sneakers,Furniture,96,New York,Supplier C,Quarterly,5,109.26,28.2,338,No,91,47,37,243,41,40.7128,-74.006,NY
4,168,T-Shirt,Electronics,283,Fort Worth,Supplier D,Quarterly,2,414.12,18.2,215,Yes,78,12,39,250,11,32.7555,-97.3308,TX
2,162,T-Shirt,Footwear,327,Atlanta,Supplier C,Monthly,7,472.43,-0.2,330,Yes,12,38,19,62,28,33.749,-84.388,GA
1,110,Sneakers,Footwear,320,Baltimore,Supplier C,Quarterly,10,208.48,-8.5,135,No,98,38,27,217,42,39.2904,-76.6122,MD
1,188,Sneakers,Clothing,108,Fort Worth,Supplier B,Weekly,10,946.09,20.6,89,Yes,76,11,32,335,25,32.7555,-97.3308,TX
2,105,Bananas,Footwear,47,Houston,Supplier D,Quarterly,3,49.17,16.7,177,No,73,11,29,206,39,29.7604,-95.3698,TX
7,154,Bananas,Footwear,343,Denver,Supplier C,Quarterly,8,330.91,-5.5,138,Yes,49,13,47,463,43,39.7392,-104.9903,CO
9,193,Sofa,Electronics,452,Seattle,Supplier A,Quarterly,7,302.66,12.4,199,No,85,42,35,153,17,47.6062,-122.3321,WA
1,182,Laptop,Furniture,303,Oakland,Supplier C,Quarterly,6,41.93,10.1,46,No,17,19,34,479,10,37.8044,-122.2711,CA
9,151,Sofa,Clothing,415,Albuquerque,Supplier A,Monthly,7,82.32,25.0,158,No,49,20,38,375,48,35.0844,-106.6504,NM
1,105,Sneakers,Furniture,491,Oklahoma City,Supplier A,Monthly,1,249.85,4.0,255,No,72,40,27,32,13,35.4676,-97.5164,OK
9,191,Laptop,Clothing,378,Fort Worth,Supplier C,Quarterly,1,349.83,25.5,73,No,78,1,44,443,15,32.7555,-97.3308,TX
6,163,Sneakers,Clothing,132,Los Angeles,Supplier C,Quarterly,8,347.62,-5.1,119,Yes,20,17,11,271,16,34.0522,-118.2437,CA
5,129,Laptop,Groceries,117,Chicago,Supplier D,Quarterly,4,931.56,12.4,184,No,33,31,27,361,21,41.8781,-87.6298,IL
9,199,Bananas,Groceries,317,Long Beach,Supplier C,Monthly,14,213.1,5.1,152,Yes,32,43,20,173,47,33.7701,-118.1937,CA
8,189,T-Shirt,Groceries,491,El Paso,Supplier D,Monthly,2,725.98,4.4,167,No,19,32,6,243,35,31.7619,-106.485,TX
9,187,Laptop,Furniture,464,Fort Worth,Supplier C,Weekly,13,45.58,8.2,69,No,39,40,11,442,39,32.7555,-97.3308,TX
8,142,Bananas,Furniture,472,San Jose,Supplier D,Weekly,11,165.3,-8.8,95,Yes,80,4,17,280,11,37.3382,-121.8863,CA
7,174,Sofa,Clothing,96,Los Angeles,Supplier C,Weekly,8,308.72,24.5,79,No,10,25,43,207,25,34.0522,-118.2437,CA
7,127,Sneakers,Footwear,107,Indianapolis,Supplier B,Quarterly,12,533.42,-6.5,170,Yes,51,35,34,56,13,39.7684,-86.1581,IN
4,145,Sofa,Footwear,230,Denver,Supplier B,Weekly,2,267.22,16.4,226,No,20,22,32,157,19,39.7392,-104.9903,CO
8,117,Laptop,Clothing,114,Austin,Supplier A,Quarterly,8,506.26,-8.2,348,Yes,32,11,19,405,49,30.2672,-97.7431,TX
3,108,T-Shirt,Footwear,333,Charlotte,Supplier D,Quarterly,10,106.15,28.7,331,No,56,35,17,174,24,35.2271,-80.8431,NC
8,188,T-Shirt,Footwear,164,Charlotte,Supplier A,Weekly,7,428.52,-2.3,348,Yes,22,1,27,215,30,35.2271,-80.8431,NC
1,142,Laptop,Clothing,342,Seattle,Supplier B,Quarterly,1,421.9,20.7,205,Yes,81,20,42,128,14,47.6062,-122.3321,WA
7,118,Laptop,Footwear,333,Boston,Supplier C,Weekly,7,618.25,-5.0,207,Yes,22,5,46,479,49,42.3601,-71.0589,MA
4,157,Sofa,Groceries,393,Washington,Supplier B,Quarterly,1,859.5,-6.3,69,Yes,15,1,27,312,35,38.9072,-77.0369,DC
1,117,Laptop,Electronics,117,Detroit,Supplier B,Weekly,13,977.61,20.9,319,No,16,7,5,133,36,42.3314,-83.0458,MI
1,165,Bananas,Electronics,379,Kansas City,Supplier B,Weekly,9,182.86,26.6,31,Yes,21,38,44,132,1,39.0997,-94.5786,MO
1,155,Sneakers,Furniture,418,Memphis,Supplier D,Monthly,9,383.57,0.1,168,No,83,1,42,201,17,35.1495,-90.049,TN
9,105,T-Shirt,Electronics,360,Detroit,Supplier A,Monthly,13,862.55,12.2,305,Yes,56,49,49,397,40,42.3314,-83.0458,MI
2,132,Sofa,Groceries,268,Louisville,Supplier A,Weekly,3,246.22,27.6,70,Yes,66,27,4,478,12,38.2527,-85.7585,KY
2,157,Laptop,Footwear,208,Indianapolis,Supplier A,Monthly,6,673.41,17.3,67,No,43,1,38,294,42,39.7684,-86.1581,IN
7,169,Sofa,Footwear,458,San Antonio,Supplier C,Quarterly,5,695.49,5.7,301,Yes,66,45,31,80,45,29.4241,-98.4936,TX
6,153,Laptop,Footwear,334,Atlanta,Supplier B,Quarterly,2,70.3,-2.5,339,Yes,72,14,24,25,41,33.749,-84.388,GA
8,163,Sofa,Groceries,128,Austin,Supplier B,Weekly,14,458.8,-8.2,149,No,43,43,42,177,30,30.2672,-97.7431,TX
4,115,Sneakers,Footwear,32,Philadelphia,Supplier B,Weekly,7,553.47,22.4,36,No,68,44,39,499,21,39.9526,-75.1652,PA
9,136,Sofa,Clothing,188,Chicago,Supplier D,Monthly,5,868.75,13.5,177,No,93,33,3,282,49,41.8781,-87.6298,IL
7,175,Sofa,Footwear,9,Detroit,Supplier B,Quarterly,4,983.64,-3.6,259,No,53,10,5,342,19,42.3314,-83.0458,MI
1,125,T-Shirt,Electronics,209,Albuquerque,Supplier A,Weekly,7,375.84,17.5,195,No,81,41,42,227,5,35.0844,-106.6504,NM
2,141,Sofa,Groceries,190,Charlotte,Supplier C,Quarterly,7,605.18,6.5,266,Yes,39,40,39,74,47,35.2271,-80.8431,NC
7,196,T-Shirt,Footwear,94,Milwaukee,Supplier D,Quarterly,6,487.36,15.4,282,Yes,55,49,8,162,36,43.0389,-87.9065,WI
3,168,Sofa,Footwear,361,Raleigh,Supplier C,Quarterly,13,612.14,24.1,363,No,18,7,18,266,15,35.7796,-78.6382,NC
8,130,Bananas,Clothing,75,Phoenix,Supplier A,Monthly,11,566.2,-2.3,192,No,20,2,14,79,6,33.4484,-112.074,AZ
6,198,T-Shirt,Groceries,99,Long Beach,Supplier B,Monthly,7,171.45,11.3,266,Yes,70,28,48,9,24,33.7701,-118.1937,CA
9,146,Sofa,Clothing,110,San Antonio,Supplier D,Monthly,10,115.44,18.7,310,No,44,17,13,210,32,29.4241,-98.4936,TX
6,164,Laptop,Furniture,106,Washington,Supplier B,Monthly,11,921.99,16.7,302,Yes,66,37,3,382,4,38.9072,-77.0369,DC
7,196,Bananas,Footwear,230,Oakland,Supplier B,Monthly,12,403.22,17.8,140,Yes,96,4,12,341,29,37.8044,-122.2711,CA
5,174,T-Shirt,Groceries,374,Dallas,Supplier D,Quarterly,4,796.26,28.6,95,Yes,41,18,3,124,47,32.7767,-96.797,TX
3,175,T-Shirt,Groceries,139,San Diego,Supplier A,Monthly,11,269.78,-3.5,252,Yes,61,12,44,317,31,32.7157,-117.1611,CA
9,120,Laptop,Clothing,422,Charlotte,Supplier B,Monthly,14,925.76,6.4,46,No,28,28,28,313,26,35.2271,-80.8431,NC
2,106,Sneakers,Footwear,479,San Francisco,Supplier A,Quarterly,9,155.63,16.9,239,Yes,53,17,48,312,30,37.7749,-122.4194,CA
8,145,Bananas,Electronics,108,El Paso,Supplier B,Quarterly,13,817.77,16.1,135,No,98,15,29,368,7,31.7619,-106.485,TX
7,130,Sofa,Electronics,336,Los Angeles,Supplier B,Quarterly,2,640.14,-0.2,46,No,94,14,18,478,37,34.0522,-118.2437,CA
3,136,Laptop,Footwear,333,Sacramento,Supplier C,Quarterly,5,142.14,7.5,121,Yes,30,9,31,59,11,38.5816,-121.4944,CA
7,105,Sneakers,Groceries,21,Long Beach,Supplier C,Weekly,14,601.24,9.8,270,No,61,7,31,322,21,33.7701,-118.1937,CA
6,155,Laptop,Furniture,64,El Paso,Supplier A,Monthly,4,162.45,2.1,147,No,28,6,9,271,21,31.7619,-106.485,TX
9,113,T-Shirt,Furniture,246,Miami,Supplier D,Quarterly,3,28.73,4.4,186,No,11,30,39,90,5,25.7617,-80.1918,FL
7,102,Laptop,Footwear,385,El Paso,Supplier A,Monthly,10,999.33,-5.5,317,No,25,39,6,153,24,31.7619,-106.485,TX
7,158,T-Shirt,Furniture,260,San Francisco,Supplier C,Quarterly,9,156.28,-7.7,175,No,65,42,31,69,16,37.7749,-122.4194,CA
6,199,Sofa,Clothing,293,Chicago,Supplier B,Weekly,10,359.64,21.7,291,No,11,3,31,373,44,41.8781,-87.6298,IL
9,177,Sneakers,Clothing,492,San Jose,Supplier A,Monthly,13,252.4,8.3,182,No,33,27,46,328,45,37.3382,-121.8863,CA
2,187,Sofa,Footwear,427,Memphis,Supplier B,Monthly,8,540.89,12.0,134,Yes,95,21,27,476,43,35.1495,-90.049,TN
3,166,Sneakers,Furniture,367,San Francisco,Supplier B,Quarterly,2,827.47,16.3,218,No,66,33,25,246,3,37.7749,-122.4194,CA
8,113,Sofa,Groceries,284,San Jose,Supplier C,Quarterly,1,190.87,-1.0,290,Yes,35,24,24,229,5,37.3382,-121.8863,CA
6,133,Sneakers,Electronics,450,Columbus,Supplier D,Monthly,13,726.0,27.2,181,Yes,17,21,22,52,7,39.9612,-82.9988,OH
1,183,Sneakers,Footwear,18,San Francisco,Supplier C,Weekly,9,424.24,7.2,156,Yes,25,12,31,90,26,37.7749,-122.4194,CA
6,183,Laptop,Furniture,250,Long Beach,Supplier C,Monthly,1,460.93,26.7,161,Yes,11,36,21,329,12,33.7701,-118.1937,CA
8,141,Sneakers,Groceries,373,San Jose,Supplier A,Monthly,9,998.08,13.6,73,Yes,27,9,21,492,12,37.3382,-121.8863,CA
