Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State,timestamp
6,120,Bananas,Electronics,495.0,Oklahoma City,Supplier A,Weekly,7.0,417.98,-1.8,49.0,Yes,14.0,8.0,28,138,42,35.4676,-97.5164,OK,
1,169,Sneakers,Footwear,414.0,El Paso,Supplier A,Quarterly,13.0,583.93,4.1,195.0,Yes,92.0,5.0,24,346,2,31.7619,-106.485,TX,
6,142,Laptop,Electronics,315.0,Oakland,Supplier B,Weekly,5.0,552.89,0.3,261.0,No,54.0,2.0,6,400,6,37.8044,-122.2711,CA,
8,181,Sofa,Furniture,379.0,Virginia Beach,Supplier D,Monthly,5.0,854.56,18.6,202.0,No,70.0,3.0,17,315,38,36.8529,-75.978,VA,
8,110,Laptop,Electronics,24.0,Washington,Supplier A,Monthly,3.0,333.0,-2.7,360.0,Yes,29.0,5.0,44,91,16,38.9072,-77.0369,DC,
1,141,Sofa,Groceries,150.0,Memphis,Supplier A,Monthly,4.0,600.31,22.6,211.0,No,71.0,14.0,21,461,39,35.1495,-90.049,TN,
7,109,T-Shirt,Footwear,123.0,San Diego,Supplier D,Quarterly,8.0,977.98,6.2,248.0,No,64.0,10.0,13,148,35,32.7157,-117.1611,CA,
2,140,Laptop,Furniture,491.0,Oakland,Supplier C,Quarterly,3.0,538.0,15.3,165.0,No,40.0,11.0,11,260,13,37.8044,-122.2711,CA,
5,175,Bananas,Furniture,492.0,Raleigh,Supplier A,Monthly,13.0,796.28,23.3,238.0,No,95.0,24.0,47,240,38,35.7796,-78.6382,NC,
7,144,Laptop,Electronics,328.0,Raleigh,Supplier B,Weekly,6.0,244.52,-5.5,257.0,Yes,85.0,1.0,7,307,24,35.7796,-78.6382,NC,
7,103,Sofa,Electronics,206.0,Miami,Supplier A,Monthly,11.0,815.15,20.7,333.0,Yes,95.0,23.0,31,46,36,25.7617,-80.1918,FL,
5,122,Bananas,Electronics,182.0,Boston,Supplier D,Quarterly,2.0,410.43,12.1,319.0,No,34.0,31.0,3,283,30,42.3601,-71.0589,MA,
9,136,Bananas,Electronics,147.0,Detroit,Supplier A,Monthly,5.0,32.63,3.1,53.0,Yes,97.0,48.0,36,52,47,42.3314,-83.0458,MI,
4,188,Sneakers,Furniture,32.0,Nashville,Supplier B,Quarterly,10.0,963.41,19.2,212.0,No,69.0,43.0,23,95,24,36.1627,-86.7816,TN,
9,154,Bananas,Groceries,281.0,Fresno,Supplier D,Weekly,4.0,122.31,-2.6,341.0,Yes,85.0,1.0,30,257,42,36.7378,-119.7871,CA,
2,141,T-Shirt,Groceries,341.0,Phoenix,Supplier D,Weekly,13.0,34.02,-2.6,108.0,No,25.0,7.0,16,11,42,33.4484,-112.074,AZ,
4,172,Bananas,Clothing,228.0,Austin,Supplier D,Quarterly,5.0,316.96,8.3,106.0,No,74.0,15.0,9,286,42,30.2672,-97.7431,TX,
8,171,Laptop,Groceries,497.0,Sacramento,Supplier B,Monthly,1.0,124.69,-3.8,71.0,Yes,32.0,24.0,19,393,30,38.5816,-121.4944,CA,
2,194,T-Shirt,Groceries,105.0,Boston,Supplier C,Monthly,1.0,446.47,10.4,363.0,No,64.0,5.0,31,377,31,42.3601,-71.0589,MA,
2,158,Sneakers,Footwear,128.0,Fresno,Supplier A,Monthly,1.0,252.33,20.4,123.0,No,77.0,29.0,34,414,23,36.7378,-119.7871,CA,
6,131,Sneakers,Footwear,272.0,New York,Supplier D,Quarterly,4.0,767.0,-4.8,309.0,No,44.0,12.0,27,211,25,40.7128,-74.006,NY,
2,199,Sofa,Furniture,286.0,Oakland,Supplier B,Monthly,2.0,698.47,26.8,202.0,Yes,58.0,21.0,39,448,19,37.8044,-122.2711,CA,
9,174,Laptop,Clothing,254.0,Fort Worth,Supplier D,Weekly,6.0,736.04,-8.4,184.0,Yes,70.0,17.0,24,345,3,32.7555,-97.3308,TX,
1,182,Sofa,Clothing,377.0,Portland,Supplier D,Weekly,13.0,749.25,22.3,245.0,No,27.0,21.0,21,194,14,45.5051,-122.675,OR,
1,115,Sofa,Footwear,393.0,Seattle,Supplier D,Weekly,8.0,136.15,9.0,123.0,Yes,73.0,7.0,12,69,5,47.6062,-122.3321,WA,
6,112,T-Shirt,Clothing,337.0,Boston,Supplier B,Monthly,10.0,205.38,7.4,152.0,No,88.0,23.0,7,198,28,42.3601,-71.0589,MA,
6,162,Bananas,Footwear,33.0,El Paso,Supplier D,Monthly,10.0,895.43,11.5,200.0,No,15.0,19.0,48,429,12,31.7619,-106.485,TX,
5,146,Sofa,Footwear,261.0,Oklahoma City,Supplier C,Monthly,11.0,539.44,3.9,332.0,Yes,10.0,14.0,46,344,38,35.4676,-97.5164,OK,
1,179,Laptop,Footwear,178.0,Denver,Supplier C,Monthly,13.0,612.25,2.2,334.0,No,76.0,38.0,32,420,18,39.7392,-104.9903,CO,
9,127,Sneakers,Footwear,180.0,Seattle,Supplier D,Monthly,1.0,828.18,8.5,163.0,Yes,98.0,29.0,34,494,13,47.6062,-122.3321,WA,
8,139,Sneakers,Footwear,274.0,Philadelphia,Supplier D,Monthly,14.0,436.2,-6.4,252.0,No,78.0,14.0,1,10,38,39.9526,-75.1652,PA,
7,169,Sofa,Groceries,410.0,Boston,Supplier C,Quarterly,4.0,289.39,25.9,324.0,Yes,16.0,27.0,47,292,9,42.3601,-71.0589,MA,
8,169,Sofa,Footwear,242.0,San Francisco,Supplier C,Quarterly,10.0,705.47,5.3,269.0,Yes,19.0,36.0,40,173,48,37.7749,-122.4194,CA,
7,107,T-Shirt,Electronics,91.0,Fresno,Supplier A,Weekly,9.0,273.5,7.9,196.0,No,46.0,39.0,38,245,6,36.7378,-119.7871,CA,
7,159,Sofa,Clothing,324.0,Mesa,Supplier B,Monthly,11.0,365.0,-3.2,170.0,No,72.0,1.0,10,331,38,33.4152,-111.8315,AZ,
2,167,Laptop,Electronics,406.0,Indianapolis,Supplier C,Quarterly,2.0,35.42,9.2,239.0,Yes,29.0,5.0,41,214,2,39.7684,-86.1581,IN,
1,179,Bananas,Footwear,357.0,Los Angeles,Supplier B,Quarterly,8.0,770.9,-4.2,121.0,No,86.0,29.0,39,112,3,34.0522,-118.2437,CA,
1,191,Bananas,Footwear,457.0,Long Beach,Supplier A,Quarterly,11.0,417.08,4.4,235.0,No,95.0,32.0,38,475,28,33.7701,-118.1937,CA,
8,169,Laptop,Groceries,191.0,Milwaukee,Supplier A,Monthly,7.0,843.93,25.4,279.0,No,52.0,42.0,31,459,40,43.0389,-87.9065,WI,
9,142,T-Shirt,Furniture,499.0,San Diego,Supplier D,Weekly,6.0,15.88,28.7,85.0,No,11.0,24.0,11,331,15,32.7157,-117.1611,CA,
2,149,Laptop,Furniture,249.0,Chicago,Supplier A,Monthly,14.0,586.36,29.4,161.0,Yes,72.0,37.0,17,258,27,41.8781,-87.6298,IL,
5,196,Bananas,Groceries,368.0,Columbus,Supplier A,Quarterly,3.0,933.93,10.6,37.0,Yes,97.0,36.0,7,82,17,39.9612,-82.9988,OH,
4,135,Bananas,Clothing,491.0,Charlotte,Supplier D,Weekly,9.0,650.13,-5.4,358.0,Yes,12.0,39.0,18,202,34,35.2271,-80.8431,NC,
7,152,Sneakers,Groceries,315.0,Indianapolis,Supplier B,Weekly,13.0,585.79,7.1,223.0,Yes,27.0,43.0,20,490,11,39.7684,-86.1581,IN,
8,141,T-Shirt,Clothing,403.0,San Antonio,Supplier B,Weekly,14.0,165.72,13.4,124.0,No,65.0,2.0,36,372,26,29.4241,-98.4936,TX,
4,118,Bananas,Furniture,455.0,Chicago,Supplier A,Monthly,3.0,938.54,-3.9,80.0,Yes,32.0,24.0,13,156,17,41.8781,-87.6298,IL,
6,115,Bananas,Groceries,490.0,Portland,Supplier A,Weekly,9.0,642.89,21.5,245.0,Yes,42.0,33.0,7,18,24,45.5051,-122.675,OR,
2,156,Bananas,Footwear,126.0,Memphis,Supplier D,Weekly,5.0,729.93,6.5,166.0,No,96.0,45.0,42,282,6,35.1495,-90.049,TN,
7,150,Sofa,Groceries,196.0,Louisville,Supplier A,Weekly,13.0,61.38,-2.2,220.0,Yes,92.0,44.0,28,330,1,38.2527,-85.7585,KY,
3,167,Sofa,Electronics,60.0,Las Vegas,Supplier C,Weekly,1.0,919.43,26.0,79.0,Yes,69.0,34.0,43,322,32,36.1699,-115.1398,NV,
2,142,T-Shirt,Groceries,406.0,Fresno,Supplier C,Weekly,13.0,863.28,-7.1,337.0,Yes,87.0,38.0,17,360,23,36.7378,-119.7871,CA,
7,156,T-Shirt,Groceries,125.0,Portland,Supplier D,Quarterly,7.0,509.55,26.2,188.0,No,81.0,31.0,44,362,3,45.5051,-122.675,OR,
3,170,T-Shirt,Groceries,495.0,Nashville,Supplier C,Weekly,1.0,723.64,22.4,286.0,No,39.0,25.0,19,345,34,36.1627,-86.7816,TN,
4,169,Bananas,Clothing,74.0,Long Beach,Supplier C,Monthly,3.0,774.3,5.6,225.0,Yes,72.0,42.0,29,385,35,33.7701,-118.1937,CA,
5,198,T-Shirt,Clothing,415.0,Portland,Supplier B,Monthly,7.0,877.72,16.3,169.0,No,79.0,13.0,15,291,37,45.5051,-122.675,OR,
9,173,Sofa,Furniture,101.0,Raleigh,Supplier A,Quarterly,13.0,112.76,11.5,66.0,No,95.0,33.0,8,321,43,35.7796,-78.6382,NC,
2,137,Sneakers,Groceries,7.0,Portland,Supplier D,Quarterly,10.0,313.94,5.5,31.0,Yes,16.0,28.0,26,172,37,45.5051,-122.675,OR,
7,110,Sneakers,Clothing,326.0,Long Beach,Supplier A,Monthly,7.0,152.02,-1.3,88.0,No,28.0,1.0,2,428,46,33.7701,-118.1937,CA,
2,198,T-Shirt,Furniture,428.0,Los Angeles,Supplier D,Monthly,14.0,75.64,-6.8,240.0,No,77.0,33.0,1,59,13,34.0522,-118.2437,CA,
6,159,Sneakers,Groceries,137.0,Miami,Supplier C,Monthly,7.0,736.22,-7.3,320.0,No,88.0,46.0,35,276,9,25.7617,-80.1918,FL,
4,141,T-Shirt,Furniture,481.0,Phoenix,Supplier B,Weekly,7.0,342.49,-3.7,312.0,No,66.0,29.0,18,172,2,33.4484,-112.074,AZ,
4,109,Laptop,Electronics,459.0,San Antonio,Supplier D,Quarterly,8.0,817.61,20.3,235.0,Yes,57.0,25.0,35,89,48,29.4241,-98.4936,TX,
7,114,Bananas,Footwear,165.0,Milwaukee,Supplier B,Weekly,13.0,837.63,6.8,39.0,Yes,44.0,43.0,34,29,4,43.0389,-87.9065,WI,
2,160,T-Shirt,Electronics,169.0,Louisville,Supplier D,Weekly,7.0,553.8,24.3,230.0,Yes,78.0,4.0,18,494,39,38.2527,-85.7585,KY,
8,159,Sofa,Footwear,73.0,Tucson,Supplier A,Monthly,8.0,294.81,17.1,291.0,No,78.0,34.0,46,80,40,32.2226,-110.9747,AZ,
3,160,T-Shirt,Furniture,489.0,Albuquerque,Supplier A,Quarterly,8.0,235.31,5.1,44.0,Yes,72.0,49.0,42,482,3,35.0844,-106.6504,NM,
7,198,Bananas,Electronics,64.0,Milwaukee,Supplier B,Monthly,13.0,544.12,5.4,340.0,Yes,83.0,20.0,11,254,45,43.0389,-87.9065,WI,
1,120,Bananas,Electronics,164.0,Colorado Springs,Supplier B,Quarterly,11.0,263.19,-2.0,178.0,Yes,40.0,8.0,6,168,42,38.8339,-104.8214,CO,
9,135,Bananas,Footwear,428.0,Fort Worth,Supplier C,Quarterly,11.0,753.33,-7.3,98.0,Yes,51.0,1.0,17,18,6,32.7555,-97.3308,TX,
6,115,T-Shirt,Clothing,258.0,Jacksonville,Supplier C,Quarterly,3.0,761.77,23.7,311.0,Yes,51.0,18.0,39,396,22,30.3322,-81.6557,FL,
2,119,Laptop,Electronics,274.0,El Paso,Supplier A,Monthly,14.0,721.28,-8.6,189.0,Yes,65.0,6.0,5,201,47,31.7619,-106.485,TX,
3,179,Sneakers,Footwear,441.0,Las Vegas,Supplier B,Monthly,13.0,283.36,-8.6,56.0,No,99.0,29.0,29,272,35,36.1699,-115.1398,NV,
6,136,Bananas,Furniture,26.0,Tucson,Supplier C,Weekly,3.0,943.93,2.8,286.0,Yes,58.0,22.0,39,2,33,32.2226,-110.9747,AZ,
6,166,Laptop,Clothing,493.0,Memphis,Supplier B,Weekly,13.0,989.14,16.6,175.0,Yes,96.0,46.0,34,464,28,35.1495,-90.049,TN,
6,143,Sofa,Electronics,162.0,Charlotte,Supplier B,Monthly,2.0,476.71,-8.0,211.0,No,64.0,31.0,23,456,5,35.2271,-80.8431,NC,
4,134,Sofa,Electronics,13.0,Raleigh,Supplier B,Monthly,9.0,581.31,25.0,142.0,Yes,72.0,28.0,29,366,26,35.7796,-78.6382,NC,
5,155,T-Shirt,Electronics,270.0,Mesa,Supplier C,Monthly,7.0,406.09,18.2,307.0,No,47.0,28.0,23,84,34,33.4152,-111.8315,AZ,
4,131,Laptop,Footwear,393.0,Kansas City,Supplier D,Weekly,8.0,245.39,26.8,305.0,Yes,93.0,31.0,37,485,25,39.0997,-94.5786,MO,
5,157,Laptop,Furniture,225.0,Nashville,Supplier B,Monthly,4.0,741.99,6.8,217.0,Yes,41.0,40.0,11,160,11,36.1627,-86.7816,TN,
7,170,Laptop,Electronics,324.0,Tucson,Supplier C,Weekly,14.0,829.33,24.3,45.0,No,82.0,4.0,12,12,22,32.2226,-110.9747,AZ,
5,101,Sofa,Groceries,277.0,San Francisco,Supplier A,Quarterly,8.0,784.03,22.7,147.0,No,77.0,22.0,29,31,10,37.7749,-122.4194,CA,
9,198,Sneakers,Footwear,113.0,Washington,Supplier A,Monthly,3.0,558.58,11.1,78.0,No,44.0,29.0,8,39,25,38.9072,-77.0369,DC,
9,167,Laptop,Groceries,22.0,Washington,Supplier A,Quarterly,11.0,679.05,18.7,155.0,Yes,85.0,46.0,38,485,38,38.9072,-77.0369,DC,
5,198,Laptop,Clothing,161.0,El Paso,Supplier C,Monthly,7.0,210.81,17.6,67.0,Yes,23.0,47.0,19,347,45,31.7619,-106.485,TX,
2,182,T-Shirt,Clothing,116.0,Washington,Supplier A,Quarterly,7.0,968.7,12.2,211.0,Yes,68.0,47.0,25,341,39,38.9072,-77.0369,DC,
1,168,T-Shirt,Groceries,158.0,Long Beach,Supplier C,Monthly,7.0,670.07,21.3,84.0,No,74.0,37.0,5,462,38,33.7701,-118.1937,CA,
4,176,Sofa,Furniture,68.0,Chicago,Supplier D,Monthly,9.0,762.92,19.1,109.0,Yes,91.0,21.0,10,230,45,41.8781,-87.6298,IL,
8,123,Sneakers,Furniture,354.0,Austin,Supplier C,Quarterly,3.0,917.79,11.7,99.0,Yes,80.0,29.0,13,137,29,30.2672,-97.7431,TX,
6,145,Laptop,Furniture,425.0,Louisville,Supplier C,Weekly,6.0,781.04,8.3,208.0,Yes,24.0,10.0,11,235,40,38.2527,-85.7585,KY,
6,135,Bananas,Furniture,320.0,Albuquerque,Supplier C,Weekly,3.0,900.11,12.2,70.0,Yes,36.0,1.0,7,198,33,35.0844,-106.6504,NM,
9,197,Laptop,Furniture,127.0,San Diego,Supplier B,Weekly,3.0,681.37,-9.9,308.0,Yes,61.0,16.0,49,265,46,32.7157,-117.1611,CA,
3,177,Sofa,Furniture,332.0,San Antonio,Supplier C,Monthly,11.0,489.42,6.6,180.0,No,35.0,12.0,6,446,10,29.4241,-98.4936,TX,
3,157,Laptop,Electronics,486.0,Tucson,Supplier D,Weekly,13.0,791.56,24.0,248.0,No,92.0,13.0,29,435,18,32.2226,-110.9747,AZ,
4,193,Laptop,Footwear,183.0,San Diego,Supplier D,Weekly,11.0,807.56,1.2,104.0,No,34.0,2.0,2,386,48,32.7157,-117.1611,CA,
6,181,Bananas,Groceries,58.0,Jacksonville,Supplier C,Monthly,8.0,774.56,4.8,197.0,Yes,93.0,28.0,42,458,40,30.3322,-81.6557,FL,
7,114,T-Shirt,Footwear,430.0,Boston,Supplier B,Weekly,7.0,448.88,14.6,158.0,Yes,40.0,41.0,17,383,22,42.3601,-71.0589,MA,
3,105,T-Shirt,Groceries,277.0,Colorado Springs,Supplier C,Monthly,7.0,162.17,3.9,319.0,Yes,47.0,40.0,7,338,4,38.8339,-104.8214,CO,
9,190,Sneakers,Groceries,310.0,Austin,Supplier B,Quarterly,1.0,902.07,-8.3,315.0,Yes,27.0,34.0,33,276,32,30.2672,-97.7431,TX,
7,174,T-Shirt,Furniture,76.0,Louisville,Supplier A,Weekly,10.0,165.49,8.2,55.0,No,15.0,23.0,36,202,1,38.2527,-85.7585,KY,
9,195,T-Shirt,Electronics,439.0,Los Angeles,Supplier A,Monthly,1.0,241.5,-6.9,275.0,Yes,44.0,37.0,32,499,25,34.0522,-118.2437,CA,
5,194,Sneakers,Electronics,45.0,Los Angeles,Supplier B,Quarterly,7.0,886.99,17.3,36.0,No,42.0,37.0,10,82,41,34.0522,-118.2437,CA,
1,128,T-Shirt,Clothing,107.0,Colorado Springs,Supplier C,Monthly,11.0,149.64,15.1,342.0,Yes,72.0,24.0,17,336,39,38.8339,-104.8214,CO,
8,142,Sofa,Electronics,151.0,Nashville,Supplier D,Weekly,9.0,215.98,0.5,100.0,Yes,41.0,33.0,6,400,24,36.1627,-86.7816,TN,
9,195,T-Shirt,Clothing,366.0,Fort Worth,Supplier A,Quarterly,14.0,87.83,-3.7,133.0,Yes,71.0,34.0,41,105,3,32.7555,-97.3308,TX,
2,155,Sneakers,Groceries,354.0,Kansas City,Supplier B,Monthly,4.0,612.28,-0.8,49.0,Yes,43.0,8.0,4,126,12,39.0997,-94.5786,MO,
1,128,Bananas,Clothing,48.0,Boston,Supplier D,Weekly,5.0,228.78,24.5,32.0,No,12.0,7.0,37,348,26,42.3601,-71.0589,MA,
5,166,T-Shirt,Furniture,298.0,Long Beach,Supplier D,Weekly,11.0,67.07,9.2,30.0,No,30.0,31.0,41,282,45,33.7701,-118.1937,CA,
6,118,T-Shirt,Electronics,69.0,New York,Supplier A,Monthly,1.0,110.79,24.9,224.0,Yes,49.0,4.0,10,193,43,40.7128,-74.006,NY,
2,134,Bananas,Furniture,371.0,Colorado Springs,Supplier C,Quarterly,5.0,528.88,9.2,338.0,No,98.0,30.0,25,47,45,38.8339,-104.8214,CO,
7,199,Sneakers,Clothing,441.0,Baltimore,Supplier D,Weekly,5.0,750.21,17.9,222.0,Yes,73.0,2.0,27,169,39,39.2904,-76.6122,MD,
6,182,Laptop,Clothing,431.0,El Paso,Supplier D,Monthly,9.0,961.81,-2.8,186.0,Yes,30.0,23.0,15,229,19,31.7619,-106.485,TX,
8,138,Sneakers,Electronics,292.0,Philadelphia,Supplier A,Quarterly,6.0,922.12,17.1,99.0,Yes,21.0,34.0,37,162,26,39.9526,-75.1652,PA,
4,186,Sofa,Electronics,393.0,San Diego,Supplier D,Weekly,14.0,265.36,-3.9,327.0,No,13.0,12.0,18,447,41,32.7157,-117.1611,CA,
5,180,Sofa,Furniture,13.0,Houston,Supplier D,Weekly,2.0,673.62,-3.4,272.0,Yes,73.0,8.0,6,292,39,29.7604,-95.3698,TX,
3,110,Laptop,Furniture,362.0,Boston,Supplier B,Weekly,12.0,401.04,9.3,143.0,Yes,30.0,31.0,35,375,5,42.3601,-71.0589,MA,
1,148,Sneakers,Groceries,129.0,Fort Worth,Supplier C,Quarterly,5.0,250.99,26.8,211.0,Yes,31.0,4.0,12,52,46,32.7555,-97.3308,TX,
8,184,Sofa,Footwear,2.0,Mesa,Supplier B,Monthly,6.0,826.94,-4.0,103.0,No,31.0,34.0,40,476,38,33.4152,-111.8315,AZ,
6,150,Laptop,Furniture,249.0,Fort Worth,Supplier A,Monthly,1.0,195.65,4.2,64.0,No,56.0,29.0,45,154,47,32.7555,-97.3308,TX,
6,141,Laptop,Groceries,78.0,Oakland,Supplier A,Quarterly,7.0,661.33,-0.9,93.0,Yes,75.0,34.0,26,99,32,37.8044,-122.2711,CA,
7,165,Laptop,Clothing,306.0,San Antonio,Supplier D,Quarterly,10.0,299.21,-0.5,268.0,Yes,77.0,34.0,6,428,33,29.4241,-98.4936,TX,
1,115,Sofa,Groceries,344.0,Jacksonville,Supplier C,Quarterly,4.0,337.85,11.8,165.0,Yes,93.0,8.0,40,404,37,30.3322,-81.6557,FL,
7,148,T-Shirt,Groceries,266.0,Raleigh,Supplier A,Monthly,1.0,491.04,9.1,283.0,No,51.0,46.0,3,329,39,35.7796,-78.6382,NC,
4,128,T-Shirt,Clothing,442.0,Indianapolis,Supplier A,Quarterly,11.0,658.41,-3.1,319.0,No,67.0,22.0,41,116,15,39.7684,-86.1581,IN,
7,155,Sofa,Footwear,238.0,Portland,Supplier A,Weekly,4.0,368.61,-8.7,135.0,No,13.0,23.0,40,277,40,45.5051,-122.675,OR,
3,149,Bananas,Electronics,368.0,Boston,Supplier B,Weekly,13.0,247.1,-5.9,223.0,Yes,26.0,25.0,32,70,23,42.3601,-71.0589,MA,
1,100,Sofa,Footwear,347.0,Portland,Supplier D,Quarterly,1.0,94.57,19.7,293.0,No,43.0,44.0,38,41,21,45.5051,-122.675,OR,
4,147,Sofa,Furniture,371.0,Portland,Supplier B,Monthly,13.0,66.29,11.9,330.0,Yes,34.0,33.0,21,40,23,45.5051,-122.675,OR,
5,168,T-Shirt,Footwear,353.0,Long Beach,Supplier B,Monthly,13.0,872.67,-4.4,147.0,No,49.0,23.0,20,37,19,33.7701,-118.1937,CA,
8,101,Bananas,Footwear,480.0,Las Vegas,Supplier D,Quarterly,9.0,647.54,-0.2,332.0,No,88.0,32.0,11,52,20,36.1699,-115.1398,NV,
8,123,Sneakers,Groceries,153.0,Tucson,Supplier B,Weekly,1.0,503.39,5.4,30.0,Yes,40.0,47.0,3,202,16,32.2226,-110.9747,AZ,
2,198,Laptop,Groceries,39.0,Nashville,Supplier C,Monthly,1.0,407.51,-3.9,286.0,Yes,51.0,43.0,35,283,20,36.1627,-86.7816,TN,
4,189,T-Shirt,Groceries,55.0,Tucson,Supplier D,Quarterly,6.0,864.77,-2.3,34.0,No,30.0,2.0,13,42,40,32.2226,-110.9747,AZ,
7,176,Sofa,Furniture,197.0,Sacramento,Supplier D,Monthly,4.0,901.34,19.5,351.0,No,36.0,32.0,38,322,42,38.5816,-121.4944,CA,
3,171,T-Shirt,Electronics,312.0,Oakland,Supplier A,Quarterly,8.0,683.19,-9.9,297.0,Yes,17.0,44.0,14,178,42,37.8044,-122.2711,CA,
9,180,Sneakers,Clothing,484.0,Omaha,Supplier A,Weekly,8.0,15.87,1.1,173.0,No,49.0,4.0,44,91,22,41.2565,-95.9345,NE,
5,117,Bananas,Clothing,214.0,Portland,Supplier D,Weekly,11.0,28.35,6.1,141.0,Yes,42.0,13.0,39,412,1,45.5051,-122.675,OR,
4,107,Laptop,Electronics,83.0,Sacramento,Supplier A,Monthly,14.0,885.06,0.2,283.0,No,61.0,36.0,3,295,44,38.5816,-121.4944,CA,
5,105,Bananas,Groceries,9.0,Oklahoma City,Supplier B,Monthly,7.0,910.65,-3.3,186.0,Yes,98.0,43.0,37,33,19,35.4676,-97.5164,OK,
4,100,Sneakers,Furniture,416.0,Nashville,Supplier C,Monthly,14.0,606.88,5.7,340.0,Yes,80.0,26.0,10,67,26,36.1627,-86.7816,TN,
6,139,Sofa,Clothing,137.0,Atlanta,Supplier B,Weekly,5.0,818.28,-9.5,274.0,No,55.0,8.0,46,53,32,33.749,-84.388,GA,
8,152,T-Shirt,Footwear,468.0,El Paso,Supplier A,Weekly,10.0,354.64,11.7,58.0,Yes,82.0,36.0,31,127,2,31.7619,-106.485,TX,
2,198,Laptop,Electronics,325.0,Boston,Supplier C,Weekly,2.0,964.12,-0.3,355.0,Yes,27.0,6.0,3,164,24,42.3601,-71.0589,MA,
5,170,Sneakers,Electronics,338.0,Louisville,Supplier A,Monthly,10.0,857.99,12.3,338.0,No,49.0,17.0,20,363,11,38.2527,-85.7585,KY,
4,155,Laptop,Electronics,33.0,New York,Supplier C,Weekly,2.0,694.62,9.5,63.0,No,45.0,19.0,1,278,12,40.7128,-74.006,NY,
5,118,Bananas,Groceries,450.0,Austin,Supplier B,Monthly,8.0,424.17,3.2,241.0,Yes,20.0,11.0,14,458,22,30.2672,-97.7431,TX,
8,165,Bananas,Groceries,452.0,Sacramento,Supplier B,Monthly,11.0,446.78,14.1,318.0,Yes,53.0,48.0,39,381,33,38.5816,-121.4944,CA,
9,118,T-Shirt,Electronics,495.0,Indianapolis,Supplier B,Weekly,13.0,935.14,21.3,141.0,Yes,14.0,31.0,21,341,21,39.7684,-86.1581,IN,
1,120,Bananas,Footwear,254.0,Las Vegas,Supplier A,Quarterly,4.0,40.75,6.7,129.0,Yes,29.0,15.0,39,97,2,36.1699,-115.1398,NV,
4,108,Sofa,Clothing,415.0,Milwaukee,Supplier C,Weekly,11.0,756.02,12.3,120.0,Yes,75.0,16.0,32,125,23,43.0389,-87.9065,WI,
9,120,Bananas,Groceries,94.0,San Jose,Supplier D,Weekly,11.0,40.76,0.5,40.0,Yes,71.0,30.0,40,278,41,37.3382,-121.8863,CA,
8,154,Sofa,Electronics,192.0,Detroit,Supplier B,Monthly,2.0,83.01,3.0,340.0,No,13.0,44.0,43,21,32,42.3314,-83.0458,MI,
4,149,Bananas,Groceries,59.0,Phoenix,Supplier C,Weekly,10.0,536.33,29.2,227.0,Yes,46.0,8.0,48,164,40,33.4484,-112.074,AZ,
6,113,Sofa,Furniture,217.0,Colorado Springs,Supplier A,Weekly,7.0,677.6,4.0,59.0,No,46.0,37.0,36,86,20,38.8339,-104.8214,CO,
8,111,Bananas,Electronics,286.0,San Jose,Supplier D,Quarterly,2.0,380.79,26.8,125.0,No,94.0,18.0,27,252,7,37.3382,-121.8863,CA,
5,164,T-Shirt,Furniture,379.0,Fresno,Supplier D,Monthly,12.0,630.28,-9.1,109.0,No,16.0,13.0,46,497,22,36.7378,-119.7871,CA,
1,186,Sofa,Footwear,329.0,Los Angeles,Supplier A,Monthly,1.0,237.35,0.5,233.0,Yes,40.0,47.0,46,460,39,34.0522,-118.2437,CA,
2,137,Sofa,Groceries,479.0,Long Beach,Supplier B,Monthly,7.0,141.65,25.8,250.0,No,67.0,23.0,2,203,28,33.7701,-118.1937,CA,
8,128,Bananas,Electronics,197.0,Jacksonville,Supplier A,Weekly,14.0,933.53,26.1,203.0,Yes,27.0,7.0,36,435,47,30.3322,-81.6557,FL,
8,117,Laptop,Furniture,261.0,Detroit,Supplier C,Quarterly,11.0,113.05,2.8,247.0,No,93.0,7.0,35,450,30,42.3314,-83.0458,MI,
4,171,Laptop,Clothing,486.0,Virginia Beach,Supplier C,Weekly,3.0,302.07,-2.7,146.0,Yes,47.0,15.0,31,58,22,36.8529,-75.978,VA,
2,178,T-Shirt,Furniture,415.0,Phoenix,Supplier D,Monthly,2.0,379.59,4.3,251.0,No,17.0,18.0,3,490,27,33.4484,-112.074,AZ,
2,155,Laptop,Electronics,377.0,Seattle,Supplier D,Monthly,11.0,118.31,16.1,126.0,No,23.0,8.0,40,120,26,47.6062,-122.3321,WA,
1,153,Bananas,Clothing,171.0,Memphis,Supplier C,Quarterly,9.0,703.7,14.8,347.0,No,26.0,39.0,2,6,28,35.1495,-90.049,TN,
5,189,T-Shirt,Electronics,345.0,Fresno,Supplier D,Monthly,5.0,977.21,27.5,321.0,No,15.0,36.0,32,370,39,36.7378,-119.7871,CA,
3,178,Sneakers,Clothing,159.0,Charlotte,Supplier D,Quarterly,6.0,676.04,21.5,53.0,Yes,48.0,38.0,45,493,19,35.2271,-80.8431,NC,
